MAST_ISSR_NUM	DFLT_DATETIME	COHORT_REENTRY_DATETIME
14711	2016-03-02 00:00:00	2016-03-09 00:00:00
14711	2017-12-30 00:00:00	2018-01-05 00:00:00
14723	2017-12-24 00:00:00	2017-12-31 00:00:00
14746	1933-02-05 00:00:00	3000-01-03 00:00:00
14751	1999-06-06 00:00:00	2000-06-05 00:00:00
14751	2005-12-03 00:00:00	2005-12-09 00:00:00
14765	1999-05-27 00:00:00	2000-10-11 00:00:00
14776	1934-01-08 00:00:00	3000-01-06 00:00:00
14793	1989-06-04 00:00:00	1989-06-10 00:00:00
14794	2009-01-20 00:00:00	2009-06-11 00:00:00
14798	1998-09-02 00:00:00	1999-03-29 00:00:00
14801	2011-04-02 00:00:00	2011-09-04 00:00:00
14809	2009-07-25 00:00:00	2010-07-24 00:00:00
14819	1999-07-08 00:00:00	2009-07-19 00:00:00
14820	2002-11-16 00:00:00	2003-11-15 00:00:00
14835	2004-02-23 00:00:00	2004-02-29 00:00:00
14852	1992-05-17 00:00:00	1993-06-13 00:00:00
14860	2020-06-06 00:00:00	2020-08-12 00:00:00
14866	1925-04-03 00:00:00	1928-09-03 00:00:00
14869	1990-07-05 00:00:00	1992-03-20 00:00:00
14888	1999-07-28 00:00:00	2001-02-14 00:00:00
14898	2017-05-02 00:00:00	2017-05-08 00:00:00
14912	1934-06-08 00:00:00	1961-06-01 00:00:00
14919	1931-07-09 00:00:00	3000-01-07 00:00:00
14928	1932-01-11 00:00:00	3000-01-09 00:00:00
14949	1915-12-12 00:00:00	3000-01-10 00:00:00
14956	2009-06-21 00:00:00	2011-09-14 00:00:00
14973	2019-02-28 00:00:00	2020-02-27 00:00:00
14982	2020-11-03 00:00:00	2022-04-10 00:00:00
14990	2013-05-26 00:00:00	2013-06-01 00:00:00
14996	2000-05-13 00:00:00	2001-09-01 00:00:00
14997	2000-07-17 00:00:00	2001-07-14 00:00:00
14997	2004-02-26 00:00:00	2009-02-25 00:00:00
15000	2011-12-31 00:00:00	2012-01-06 00:00:00
15028	1922-05-09 00:00:00	1940-09-23 00:00:00
15038	2010-01-10 00:00:00	2010-01-16 00:00:00
15042	1998-11-18 00:00:00	2000-03-31 00:00:00
15046	1921-07-09 00:00:00	3000-01-08 00:00:00
15049	1997-08-19 00:00:00	1999-12-31 00:00:00
15052	2012-03-03 00:00:00	2013-03-02 00:00:00
15055	2009-10-05 00:00:00	2009-10-11 00:00:00
15066	2009-04-30 00:00:00	2009-12-10 00:00:00
15068	1931-10-29 00:00:00	1933-12-16 00:00:00
15085	2020-01-08 00:00:00	2022-01-07 00:00:00
15086	2001-07-01 00:00:00	2001-07-07 00:00:00
15093	1925-06-14 00:00:00	3000-01-13 00:00:00
15094	1962-04-18 00:00:00	2999-12-17 00:00:00
15095	2020-08-01 00:00:00	2020-08-07 00:00:00
15121	1919-05-06 00:00:00	1920-07-06 00:00:00
15122	1940-07-20 00:00:00	2999-12-18 00:00:00
15149	1995-01-21 00:00:00	1995-10-12 00:00:00
15153	2009-04-10 00:00:00	2010-06-03 00:00:00
15159	1924-03-18 00:00:00	1928-08-28 00:00:00
15167	1924-08-02 00:00:00	3000-01-09 00:00:00
15173	2009-02-07 00:00:00	2014-02-06 00:00:00
15182	1925-05-07 00:00:00	3000-01-05 00:00:00
15192	1998-09-07 00:00:00	1999-09-06 00:00:00
15196	2021-07-12 00:00:00	2022-07-11 00:00:00
15198	1924-04-18 00:00:00	2999-12-18 00:00:00
15200	1989-07-23 00:00:00	1990-07-22 00:00:00
15204	2019-01-20 00:00:00	2020-01-19 00:00:00
15212	1989-09-24 00:00:00	1989-09-30 00:00:00
15212	1992-01-12 00:00:00	1992-10-23 00:00:00
15217	1914-12-02 00:00:00	2999-12-31 00:00:00
15224	1988-10-30 00:00:00	1994-07-14 00:00:00
15225	1947-06-16 00:00:00	3000-01-14 00:00:00
15227	2017-04-12 00:00:00	2017-04-18 00:00:00
15234	2009-09-09 00:00:00	2010-03-17 00:00:00
15245	2022-01-05 00:00:00	2023-01-15 00:00:00
15270	2020-06-06 00:00:00	2020-08-03 00:00:00
15271	2000-02-21 00:00:00	2005-02-20 00:00:00
15280	1989-02-02 00:00:00	1990-10-23 00:00:00
15305	1996-03-26 00:00:00	1997-03-25 00:00:00
15308	2016-06-14 00:00:00	2021-06-13 00:00:00
15312	1913-10-28 00:00:00	1927-02-25 00:00:00
15312	1929-10-11 00:00:00	1931-07-27 00:00:00
15326	1999-10-22 00:00:00	2001-04-26 00:00:00
15349	2015-06-11 00:00:00	2018-04-10 00:00:00
15352	1999-04-23 00:00:00	2004-04-22 00:00:00
15355	2009-01-28 00:00:00	2017-05-22 00:00:00
15365	1972-01-02 00:00:00	2999-12-31 00:00:00
15366	1919-04-18 00:00:00	1920-04-18 00:00:00
15390	1991-05-11 00:00:00	1992-01-04 00:00:00
15390	1996-07-17 00:00:00	1996-07-23 00:00:00
15405	1998-04-18 00:00:00	1999-04-17 00:00:00
15411	2022-04-24 00:00:00	2027-04-23 00:00:00
15414	1916-09-11 00:00:00	1925-03-11 00:00:00
15418	2009-02-16 00:00:00	2010-06-29 00:00:00
15419	2001-01-18 00:00:00	2006-01-17 00:00:00
15436	1993-12-15 00:00:00	1995-02-18 00:00:00
15440	2009-03-13 00:00:00	2014-03-27 00:00:00
15443	2017-07-20 00:00:00	2017-11-10 00:00:00
15444	2016-02-21 00:00:00	2016-02-28 00:00:00
15457	2009-07-10 00:00:00	2009-09-13 00:00:00
15462	1990-10-17 00:00:00	1991-07-04 00:00:00
15465	1988-06-22 00:00:00	1992-06-08 00:00:00
15468	1935-08-02 00:00:00	2999-12-31 00:00:00
15472	1931-10-24 00:00:00	2999-12-22 00:00:00
15474	1926-09-02 00:00:00	3000-01-01 00:00:00
15500	2009-03-19 00:00:00	2010-11-02 00:00:00
15501	1920-07-11 00:00:00	3000-01-10 00:00:00
15505	2001-03-31 00:00:00	2004-04-06 00:00:00
15505	2019-01-23 00:00:00	2020-06-25 00:00:00
15516	2000-11-03 00:00:00	2001-10-11 00:00:00
15517	1932-07-05 00:00:00	3000-01-04 00:00:00
15532	1937-12-20 00:00:00	2999-12-18 00:00:00
15542	1920-11-02 00:00:00	1923-07-01 00:00:00
15545	2001-06-23 00:00:00	2002-05-05 00:00:00
15546	2009-08-18 00:00:00	2014-08-17 00:00:00
15548	2003-07-01 00:00:00	2005-11-25 00:00:00
15548	2017-06-22 00:00:00	2018-06-21 00:00:00
15550	1932-06-08 00:00:00	1936-06-08 00:00:00
15555	2007-08-12 00:00:00	2008-08-12 00:00:00
15565	1919-09-30 00:00:00	2999-12-30 00:00:00
15576	1924-12-19 00:00:00	1925-07-04 00:00:00
15576	1931-04-05 00:00:00	3000-01-03 00:00:00
15610	1920-07-04 00:00:00	3000-01-03 00:00:00
15615	1932-07-09 00:00:00	3000-01-07 00:00:00
15618	2001-02-28 00:00:00	2003-11-06 00:00:00
15620	2002-11-02 00:00:00	2006-02-08 00:00:00
15625	2016-07-09 00:00:00	2016-07-14 00:00:00
15627	1938-01-11 00:00:00	3000-01-04 00:00:00
15634	1919-05-03 00:00:00	3000-01-02 00:00:00
15636	2009-04-22 00:00:00	2010-03-07 00:00:00
15637	1932-06-21 00:00:00	3000-01-05 00:00:00
15648	1930-06-15 00:00:00	2999-12-15 00:00:00
15650	1997-12-08 00:00:00	2002-12-07 00:00:00
15661	1932-05-26 00:00:00	2999-12-25 00:00:00
15664	1991-02-03 00:00:00	1991-03-29 00:00:00
15664	1996-11-11 00:00:00	1997-10-05 00:00:00
15680	1990-04-22 00:00:00	1991-11-27 00:00:00
15691	2019-10-01 00:00:00	2020-10-21 00:00:00
15706	1934-07-14 00:00:00	1938-01-20 00:00:00
15729	1932-06-14 00:00:00	1934-06-14 00:00:00
15733	2020-11-03 00:00:00	2020-11-09 00:00:00
15737	1933-06-22 00:00:00	2999-12-21 00:00:00
15738	2006-05-21 00:00:00	2006-10-02 00:00:00
15743	1924-07-16 00:00:00	3000-01-01 00:00:00
15765	1999-07-20 00:00:00	2000-07-19 00:00:00
15780	2001-09-18 00:00:00	2007-10-26 00:00:00
15791	1987-02-28 00:00:00	1987-08-30 00:00:00
15791	1989-09-06 00:00:00	1994-09-05 00:00:00
15798	2017-01-29 00:00:00	2017-06-04 00:00:00
15803	2008-11-28 00:00:00	2012-12-21 00:00:00
15818	2008-01-08 00:00:00	2009-04-03 00:00:00
15826	1931-06-16 00:00:00	2999-12-15 00:00:00
15854	1984-12-24 00:00:00	1985-12-23 00:00:00
15870	1931-01-29 00:00:00	1938-01-03 00:00:00
15875	1919-09-28 00:00:00	2999-12-28 00:00:00
15876	1932-05-03 00:00:00	3000-01-01 00:00:00
15885	1934-12-30 00:00:00	1935-11-29 00:00:00
15889	1936-07-09 00:00:00	3000-01-07 00:00:00
15897	2020-03-03 00:00:00	2020-12-18 00:00:00
15898	1919-05-15 00:00:00	1924-07-15 00:00:00
15903	1993-03-29 00:00:00	1994-12-28 00:00:00
15921	1987-04-02 00:00:00	1988-03-18 00:00:00
15928	1987-12-15 00:00:00	1989-02-14 00:00:00
15929	1932-10-30 00:00:00	2999-12-28 00:00:00
15939	2016-06-25 00:00:00	2016-07-01 00:00:00
15940	1932-06-18 00:00:00	2999-12-18 00:00:00
15941	2008-10-01 00:00:00	2013-11-21 00:00:00
15942	2000-11-14 00:00:00	2002-05-01 00:00:00
15942	2003-07-30 00:00:00	2007-02-15 00:00:00
15964	1986-06-17 00:00:00	1990-06-07 00:00:00
15970	1918-02-25 00:00:00	2999-12-26 00:00:00
16009	2017-01-13 00:00:00	2018-01-12 00:00:00
16014	1939-01-30 00:00:00	2999-12-28 00:00:00
16016	2018-05-04 00:00:00	2018-08-25 00:00:00
16017	1921-11-28 00:00:00	2999-12-27 00:00:00
16021	2002-12-17 00:00:00	2003-12-16 00:00:00
16025	2000-05-28 00:00:00	2003-08-14 00:00:00
16037	1920-07-09 00:00:00	1924-07-09 00:00:00
16037	1938-04-10 00:00:00	3000-01-08 00:00:00
16047	2019-04-23 00:00:00	2019-08-14 00:00:00
16061	1936-01-18 00:00:00	2999-12-16 00:00:00
16066	2022-03-01 00:00:00	2023-02-28 00:00:00
16096	2003-07-01 00:00:00	2003-07-07 00:00:00
16102	1932-01-07 00:00:00	3000-01-05 00:00:00
16105	1988-01-07 00:00:00	1989-01-06 00:00:00
16105	2010-03-03 00:00:00	2010-03-14 00:00:00
16105	2013-03-07 00:00:00	2013-03-13 00:00:00
16136	2020-06-16 00:00:00	2021-06-15 00:00:00
16137	1932-05-07 00:00:00	3000-01-05 00:00:00
16140	2009-07-12 00:00:00	2010-07-11 00:00:00
16145	2016-12-08 00:00:00	2017-11-10 00:00:00
16147	1933-03-28 00:00:00	2999-12-26 00:00:00
16149	2010-11-20 00:00:00	2010-11-26 00:00:00
16149	2014-05-07 00:00:00	2016-10-10 00:00:00
16159	2009-01-03 00:00:00	2014-01-07 00:00:00
16181	1999-05-23 00:00:00	1999-05-29 00:00:00
16187	1935-09-17 00:00:00	3000-01-01 00:00:00
16198	2017-01-22 00:00:00	2017-12-17 00:00:00
16203	1984-07-26 00:00:00	1984-08-01 00:00:00
16212	1933-07-20 00:00:00	1937-05-19 00:00:00
16221	1989-06-03 00:00:00	1991-02-25 00:00:00
16224	2009-12-26 00:00:00	2014-12-25 00:00:00
16232	1921-08-30 00:00:00	2999-12-29 00:00:00
16265	2002-01-26 00:00:00	2007-01-25 00:00:00
16267	1933-07-03 00:00:00	3000-01-01 00:00:00
16291	1932-12-28 00:00:00	2999-12-26 00:00:00
16304	2003-06-27 00:00:00	2005-05-01 00:00:00
16321	1934-06-27 00:00:00	2999-12-26 00:00:00
16322	1992-04-22 00:00:00	1993-07-20 00:00:00
16353	1919-04-28 00:00:00	2999-12-28 00:00:00
16356	2012-04-06 00:00:00	2017-04-05 00:00:00
16392	2022-03-23 00:00:00	2022-03-29 00:00:00
16406	2002-07-01 00:00:00	2003-01-14 00:00:00
16414	1995-03-11 00:00:00	1995-03-22 00:00:00
16417	1922-08-22 00:00:00	2999-12-21 00:00:00
16424	1992-03-16 00:00:00	1992-12-31 00:00:00
16432	2007-09-26 00:00:00	2008-09-08 00:00:00
16450	1985-11-26 00:00:00	1989-01-27 00:00:00
16460	1995-08-13 00:00:00	1996-08-27 00:00:00
16467	2011-03-27 00:00:00	2011-04-02 00:00:00
16478	2001-04-15 00:00:00	2001-10-26 00:00:00
16479	2009-07-18 00:00:00	2009-07-24 00:00:00
16479	2009-09-24 00:00:00	2011-01-18 00:00:00
16488	2009-04-20 00:00:00	2009-05-22 00:00:00
16506	2008-11-30 00:00:00	2009-05-25 00:00:00
16509	2009-02-26 00:00:00	2009-12-31 00:00:00
16510	2019-09-23 00:00:00	2019-10-27 00:00:00
16518	2015-10-10 00:00:00	2016-04-20 00:00:00
16518	2016-09-16 00:00:00	2016-09-22 00:00:00
16537	2000-04-20 00:00:00	2000-06-20 00:00:00
16537	2001-04-22 00:00:00	2003-05-21 00:00:00
16547	1932-12-08 00:00:00	3000-01-06 00:00:00
16548	2019-03-20 00:00:00	2019-03-27 00:00:00
16550	2002-12-27 00:00:00	2004-10-17 00:00:00
16553	1999-05-07 00:00:00	2001-10-18 00:00:00
16554	1989-12-06 00:00:00	1994-12-05 00:00:00
16557	2022-01-07 00:00:00	2023-03-25 00:00:00
16565	2002-06-19 00:00:00	2002-06-25 00:00:00
16565	2003-05-01 00:00:00	2003-09-20 00:00:00
16568	1998-03-30 00:00:00	1999-10-17 00:00:00
16570	1918-07-07 00:00:00	3000-01-05 00:00:00
16580	1919-10-01 00:00:00	2999-12-31 00:00:00
16581	2018-11-24 00:00:00	2018-11-30 00:00:00
16597	2020-02-17 00:00:00	2021-02-10 00:00:00
16604	2017-11-06 00:00:00	2017-12-21 00:00:00
16604	2022-03-04 00:00:00	2023-03-03 00:00:00
16606	2009-04-11 00:00:00	2010-07-23 00:00:00
16608	2001-03-20 00:00:00	2004-01-05 00:00:00
16614	1989-09-11 00:00:00	1990-04-13 00:00:00
16621	2009-07-23 00:00:00	2009-07-23 00:00:00
16633	1981-12-21 00:00:00	2999-12-15 00:00:00
16634	1991-03-15 00:00:00	1992-03-14 00:00:00
16638	1919-05-01 00:00:00	1921-07-01 00:00:00
16648	2011-11-04 00:00:00	2012-11-03 00:00:00
16649	2001-12-28 00:00:00	2002-09-08 00:00:00
16652	2008-12-28 00:00:00	2009-09-21 00:00:00
16655	1920-07-09 00:00:00	3000-01-08 00:00:00
16656	1922-06-30 00:00:00	1923-06-30 00:00:00
16682	1914-12-27 00:00:00	1931-06-25 00:00:00
16696	2001-11-14 00:00:00	2003-05-14 00:00:00
16701	1993-03-03 00:00:00	1994-08-16 00:00:00
16707	1934-05-27 00:00:00	1935-05-27 00:00:00
16732	2006-10-30 00:00:00	2011-10-29 00:00:00
16746	1935-10-25 00:00:00	1945-08-29 00:00:00
16748	1920-04-13 00:00:00	1922-06-23 00:00:00
16759	1992-01-13 00:00:00	1996-02-17 00:00:00
16762	2008-10-17 00:00:00	2009-10-16 00:00:00
16766	2015-03-07 00:00:00	2016-10-23 00:00:00
16770	2017-12-17 00:00:00	2022-12-16 00:00:00
16786	1925-02-14 00:00:00	1928-08-16 00:00:00
16786	1935-06-16 00:00:00	2999-12-15 00:00:00
16792	2010-02-20 00:00:00	2015-02-19 00:00:00
16803	1920-03-15 00:00:00	3000-01-13 00:00:00
16809	1926-09-15 00:00:00	3000-01-13 00:00:00
16823	1931-11-02 00:00:00	1940-07-08 00:00:00
16824	1921-10-27 00:00:00	2999-12-25 00:00:00
16847	1960-07-18 00:00:00	2999-12-16 00:00:00
16849	1997-09-30 00:00:00	1997-11-22 00:00:00
16854	2002-05-21 00:00:00	2002-09-09 00:00:00
16863	1987-09-01 00:00:00	1989-06-19 00:00:00
16865	2013-03-25 00:00:00	2015-04-07 00:00:00
16871	2018-05-07 00:00:00	2018-08-28 00:00:00
16875	1933-02-04 00:00:00	3000-01-02 00:00:00
16886	1990-02-20 00:00:00	1990-02-26 00:00:00
16886	1993-03-18 00:00:00	1993-06-08 00:00:00
16907	1922-07-11 00:00:00	1928-07-10 00:00:00
16910	1919-09-30 00:00:00	2999-12-30 00:00:00
16911	1922-06-16 00:00:00	2999-12-16 00:00:00
16923	1922-07-10 00:00:00	1924-07-10 00:00:00
16924	2011-12-30 00:00:00	2017-07-26 00:00:00
16934	1933-04-05 00:00:00	3000-01-03 00:00:00
16936	1923-03-14 00:00:00	1926-06-13 00:00:00
16948	1940-06-05 00:00:00	3000-01-03 00:00:00
16957	2016-04-29 00:00:00	2016-05-05 00:00:00
16957	2016-09-14 00:00:00	2016-09-21 00:00:00
16957	2018-03-14 00:00:00	2018-10-09 00:00:00
16965	1995-09-13 00:00:00	2000-09-17 00:00:00
16966	2009-06-25 00:00:00	2014-06-24 00:00:00
16969	1997-10-01 00:00:00	2005-12-31 00:00:00
16982	1927-03-29 00:00:00	2999-12-27 00:00:00
16988	2016-01-01 00:00:00	2016-03-26 00:00:00
16988	2019-04-26 00:00:00	2020-03-19 00:00:00
16992	2020-05-18 00:00:00	2022-02-28 00:00:00
16994	1920-07-15 00:00:00	3000-01-14 00:00:00
17003	2004-06-05 00:00:00	2004-12-16 00:00:00
17005	1928-06-15 00:00:00	3000-01-14 00:00:00
17016	1929-11-24 00:00:00	2999-12-23 00:00:00
17023	2008-09-28 00:00:00	2009-07-22 00:00:00
17030	2012-01-09 00:00:00	2012-06-18 00:00:00
17045	1986-06-24 00:00:00	1986-06-30 00:00:00
17053	1996-06-05 00:00:00	1996-11-17 00:00:00
17053	1997-06-17 00:00:00	1998-02-22 00:00:00
17055	1929-07-07 00:00:00	3000-01-06 00:00:00
17064	2016-09-29 00:00:00	2016-12-29 00:00:00
17067	2001-02-08 00:00:00	2001-11-08 00:00:00
17067	2005-08-18 00:00:00	2005-10-23 00:00:00
17073	1944-08-19 00:00:00	2999-12-21 00:00:00
17085	1970-06-12 00:00:00	2999-12-21 00:00:00
17095	1921-06-15 00:00:00	2999-12-15 00:00:00
17098	2001-03-27 00:00:00	2011-01-26 00:00:00
17105	2011-04-19 00:00:00	2011-10-20 00:00:00
17107	1919-05-11 00:00:00	1922-07-11 00:00:00
17107	1933-07-12 00:00:00	3000-01-10 00:00:00
17115	2001-10-28 00:00:00	2002-11-29 00:00:00
17118	1932-04-16 00:00:00	1939-04-30 00:00:00
17131	1997-09-18 00:00:00	1998-09-29 00:00:00
17135	2022-04-12 00:00:00	2022-04-18 00:00:00
17145	2016-03-28 00:00:00	2017-03-17 00:00:00
17145	2020-08-11 00:00:00	2020-10-11 00:00:00
17152	1935-03-03 00:00:00	3000-01-01 00:00:00
17154	2009-06-01 00:00:00	2009-06-07 00:00:00
17166	2003-03-05 00:00:00	2004-07-29 00:00:00
17173	1920-05-05 00:00:00	3000-01-04 00:00:00
17181	1940-10-28 00:00:00	2999-12-26 00:00:00
17202	2012-03-13 00:00:00	2012-03-20 00:00:00
17202	2013-03-09 00:00:00	2013-04-21 00:00:00
17202	2016-05-07 00:00:00	2016-07-20 00:00:00
17212	2016-02-15 00:00:00	2016-02-21 00:00:00
17212	2016-05-30 00:00:00	2017-10-16 00:00:00
17220	2009-12-31 00:00:00	2010-08-12 00:00:00
17269	1932-05-28 00:00:00	2999-12-26 00:00:00
17273	2015-11-19 00:00:00	2016-01-26 00:00:00
17303	2020-04-07 00:00:00	2020-11-30 00:00:00
17316	1923-07-04 00:00:00	3000-01-03 00:00:00
17317	2000-12-06 00:00:00	2002-06-05 00:00:00
17322	1994-08-15 00:00:00	1999-10-10 00:00:00
17325	1929-10-24 00:00:00	2999-12-22 00:00:00
17326	1999-01-08 00:00:00	2000-04-21 00:00:00
17328	1922-05-31 00:00:00	1924-06-29 00:00:00
17336	2021-01-02 00:00:00	2022-01-01 00:00:00
17340	1998-01-05 00:00:00	1999-01-04 00:00:00
17340	2001-01-29 00:00:00	2001-02-04 00:00:00
17340	2003-07-13 00:00:00	2004-10-14 00:00:00
17345	1999-10-20 00:00:00	2005-03-13 00:00:00
17359	1922-07-06 00:00:00	3000-01-05 00:00:00
17363	1922-06-17 00:00:00	2999-12-17 00:00:00
17367	2010-06-04 00:00:00	2015-06-03 00:00:00
17391	1923-08-24 00:00:00	2999-12-22 00:00:00
17396	2003-04-22 00:00:00	2004-03-15 00:00:00
17403	2001-12-31 00:00:00	2002-09-25 00:00:00
17403	2004-01-26 00:00:00	2004-07-26 00:00:00
17405	2015-07-13 00:00:00	2015-08-03 00:00:00
17406	1931-05-04 00:00:00	3000-01-02 00:00:00
17441	2012-10-29 00:00:00	2012-11-04 00:00:00
17447	1956-05-11 00:00:00	2999-12-23 00:00:00
17452	2019-11-20 00:00:00	2024-11-19 00:00:00
17465	2015-03-29 00:00:00	2020-03-28 00:00:00
17469	1933-05-05 00:00:00	3000-01-03 00:00:00
17474	2000-04-18 00:00:00	2004-01-13 00:00:00
17482	1926-05-12 00:00:00	1930-07-11 00:00:00
17482	1938-01-17 00:00:00	1940-08-12 00:00:00
17511	1939-05-10 00:00:00	3000-01-01 00:00:00
17515	1991-02-24 00:00:00	1992-07-30 00:00:00
17515	2003-03-20 00:00:00	2004-01-15 00:00:00
17519	2013-06-12 00:00:00	2018-11-23 00:00:00
17549	2013-05-23 00:00:00	2013-05-29 00:00:00
17554	1993-03-04 00:00:00	1995-03-06 00:00:00
17557	1922-08-26 00:00:00	1923-08-26 00:00:00
17557	1926-01-27 00:00:00	2999-12-25 00:00:00
17559	2022-03-12 00:00:00	2023-03-11 00:00:00
17560	2000-02-20 00:00:00	2001-12-07 00:00:00
17566	2010-07-04 00:00:00	2015-07-03 00:00:00
17567	2021-03-16 00:00:00	2021-10-20 00:00:00
17568	1999-01-21 00:00:00	2000-01-20 00:00:00
17588	2015-12-23 00:00:00	2016-03-22 00:00:00
17592	2003-08-01 00:00:00	2004-09-09 00:00:00
17600	1931-10-03 00:00:00	3000-01-01 00:00:00
17604	1928-07-03 00:00:00	3000-01-01 00:00:00
17605	2003-04-13 00:00:00	2004-08-05 00:00:00
17614	1999-10-22 00:00:00	2000-02-11 00:00:00
17623	2001-04-22 00:00:00	2001-12-24 00:00:00
17630	2021-08-11 00:00:00	2021-08-17 00:00:00
17658	2003-02-05 00:00:00	2003-02-11 00:00:00
17695	1934-07-03 00:00:00	3000-01-01 00:00:00
17704	2006-05-21 00:00:00	2007-05-24 00:00:00
17706	1925-04-30 00:00:00	1926-07-30 00:00:00
17709	1932-10-02 00:00:00	2999-12-31 00:00:00
17710	2001-11-27 00:00:00	2003-08-24 00:00:00
17714	1931-06-16 00:00:00	2999-12-15 00:00:00
17725	2017-05-17 00:00:00	2017-05-23 00:00:00
17727	2008-10-16 00:00:00	2009-10-15 00:00:00
17733	1926-01-20 00:00:00	2999-12-18 00:00:00
17735	2008-10-25 00:00:00	2009-10-24 00:00:00
17752	1914-07-19 00:00:00	3000-01-04 00:00:00
17755	2003-03-13 00:00:00	2004-03-12 00:00:00
17774	1931-02-07 00:00:00	3000-01-05 00:00:00
17777	1933-09-27 00:00:00	1936-06-26 00:00:00
17778	1921-08-19 00:00:00	2999-12-18 00:00:00
17782	1991-09-26 00:00:00	1997-08-26 00:00:00
17786	1992-07-05 00:00:00	1993-07-04 00:00:00
17786	1995-05-01 00:00:00	1995-05-01 00:00:00
17791	1920-06-16 00:00:00	2999-12-16 00:00:00
17795	2000-10-31 00:00:00	2002-09-26 00:00:00
17806	2011-05-06 00:00:00	2011-11-06 00:00:00
17811	2011-12-27 00:00:00	2016-12-26 00:00:00
17815	1970-07-01 00:00:00	3000-01-09 00:00:00
17819	1998-10-19 00:00:00	1999-10-18 00:00:00
17823	1997-11-25 00:00:00	1998-06-10 00:00:00
17827	1991-11-25 00:00:00	1995-10-23 00:00:00
17841	1921-06-20 00:00:00	2999-12-20 00:00:00
17857	2013-01-20 00:00:00	2013-04-12 00:00:00
17858	2020-04-20 00:00:00	2021-01-19 00:00:00
17862	2002-06-03 00:00:00	2003-06-02 00:00:00
17863	1987-07-16 00:00:00	1987-07-22 00:00:00
17863	1989-07-16 00:00:00	1991-12-17 00:00:00
17867	2009-01-05 00:00:00	2009-09-14 00:00:00
17883	2001-09-13 00:00:00	2003-03-06 00:00:00
17891	1920-04-18 00:00:00	1923-04-18 00:00:00
17891	1939-05-12 00:00:00	2999-12-18 00:00:00
17896	1932-04-02 00:00:00	2999-12-31 00:00:00
17905	1935-10-06 00:00:00	3000-01-08 00:00:00
17915	1938-05-08 00:00:00	2999-12-23 00:00:00
17926	2010-08-05 00:00:00	2015-08-04 00:00:00
17927	2018-05-19 00:00:00	2018-05-26 00:00:00
17927	2019-04-03 00:00:00	2020-04-02 00:00:00
17937	1994-08-26 00:00:00	1999-08-25 00:00:00
17938	1931-09-09 00:00:00	3000-01-07 00:00:00
17939	1990-10-03 00:00:00	1992-08-16 00:00:00
17949	2009-03-25 00:00:00	2010-02-05 00:00:00
17966	1919-05-05 00:00:00	3000-01-04 00:00:00
18001	1921-09-27 00:00:00	2999-12-26 00:00:00
18010	1940-10-01 00:00:00	2999-12-30 00:00:00
18014	1942-01-01 00:00:00	1994-06-02 00:00:00
18019	2020-06-04 00:00:00	2021-07-13 00:00:00
18022	1988-06-10 00:00:00	1990-11-09 00:00:00
18022	1994-12-10 00:00:00	1995-12-09 00:00:00
18030	2001-01-10 00:00:00	2002-01-13 00:00:00
18033	1995-08-27 00:00:00	1997-04-30 00:00:00
18039	2000-08-14 00:00:00	2002-07-23 00:00:00
18045	1919-05-11 00:00:00	1924-07-11 00:00:00
18054	2010-10-28 00:00:00	2011-05-09 00:00:00
18055	2004-10-13 00:00:00	2004-11-25 00:00:00
18069	1998-09-20 00:00:00	1999-07-31 00:00:00
18069	2000-01-18 00:00:00	2000-04-05 00:00:00
18069	2015-10-01 00:00:00	2015-11-17 00:00:00
18084	1999-07-24 00:00:00	1999-10-03 00:00:00
18094	2016-12-02 00:00:00	2017-08-08 00:00:00
18095	1938-07-29 00:00:00	2999-12-27 00:00:00
18123	1946-05-14 00:00:00	2999-12-25 00:00:00
18130	1999-08-01 00:00:00	1999-11-24 00:00:00
18131	1919-07-05 00:00:00	1922-07-05 00:00:00
18137	1931-04-13 00:00:00	3000-01-11 00:00:00
18145	2004-09-16 00:00:00	2005-09-15 00:00:00
18148	2002-07-17 00:00:00	2003-03-05 00:00:00
18179	2001-06-15 00:00:00	2003-01-21 00:00:00
18182	2001-03-14 00:00:00	2002-03-13 00:00:00
18186	1966-09-06 00:00:00	3000-01-04 00:00:00
18192	1920-08-16 00:00:00	2999-12-15 00:00:00
18205	2010-03-09 00:00:00	2015-03-08 00:00:00
18206	2010-04-13 00:00:00	2010-04-19 00:00:00
18210	1922-07-01 00:00:00	2999-12-31 00:00:00
18236	1981-06-15 00:00:00	3000-01-13 00:00:00
18247	1921-05-02 00:00:00	1926-06-02 00:00:00
18258	1939-04-11 00:00:00	1943-02-10 00:00:00
18262	1923-04-19 00:00:00	1925-05-20 00:00:00
18266	2000-01-07 00:00:00	2000-12-12 00:00:00
18268	1933-10-27 00:00:00	3000-01-11 00:00:00
18271	1920-07-13 00:00:00	1923-07-13 00:00:00
18271	1938-07-14 00:00:00	3000-01-12 00:00:00
18273	1936-01-03 00:00:00	3000-01-01 00:00:00
18275	1940-10-13 00:00:00	3000-01-11 00:00:00
18280	2000-08-12 00:00:00	2000-08-18 00:00:00
18283	1921-09-09 00:00:00	3000-01-08 00:00:00
18337	2009-12-05 00:00:00	2014-12-04 00:00:00
18355	1919-05-03 00:00:00	3000-01-02 00:00:00
18357	2003-05-17 00:00:00	2004-05-16 00:00:00
18361	1912-12-25 00:00:00	2999-12-23 00:00:00
