MAST_ISSR_NUM	DFLT_DATETIME	COHORT_REENTRY_DATETIME
28311	1931-03-05 00:00:00	3000-01-03 00:00:00
28333	1964-10-15 00:00:00	3000-01-01 00:00:00
28351	1919-04-19 00:00:00	2999-12-19 00:00:00
28358	2009-03-26 00:00:00	2009-11-17 00:00:00
28363	1986-12-07 00:00:00	1987-07-24 00:00:00
28369	2011-02-24 00:00:00	2011-11-10 00:00:00
28386	2010-12-21 00:00:00	2011-09-13 00:00:00
28387	2009-09-16 00:00:00	2010-09-15 00:00:00
28389	2004-10-10 00:00:00	2005-05-07 00:00:00
28395	1931-01-15 00:00:00	2999-12-18 00:00:00
28404	2019-04-23 00:00:00	2024-04-22 00:00:00
28415	1922-07-08 00:00:00	3000-01-07 00:00:00
28432	2002-04-23 00:00:00	2002-09-03 00:00:00
28449	2001-04-06 00:00:00	2001-09-10 00:00:00
28451	1997-01-16 00:00:00	1998-01-15 00:00:00
28462	1930-05-25 00:00:00	2999-12-24 00:00:00
28463	2016-05-02 00:00:00	2016-05-08 00:00:00
28463	2017-06-03 00:00:00	2017-09-20 00:00:00
28501	2010-04-22 00:00:00	2011-07-08 00:00:00
28502	1935-08-12 00:00:00	3000-01-10 00:00:00
28511	2022-02-11 00:00:00	2023-02-10 00:00:00
28514	2001-08-25 00:00:00	2004-01-03 00:00:00
28520	1919-10-13 00:00:00	3000-01-11 00:00:00
28523	1995-11-17 00:00:00	1996-06-17 00:00:00
28525	1933-07-12 00:00:00	3000-01-10 00:00:00
28528	2000-03-30 00:00:00	2001-08-11 00:00:00
28543	1922-07-09 00:00:00	3000-01-07 00:00:00
28559	1932-06-24 00:00:00	1936-07-12 00:00:00
28562	1928-11-25 00:00:00	3000-01-09 00:00:00
28573	2009-12-28 00:00:00	2010-04-23 00:00:00
28574	1923-01-08 00:00:00	3000-01-05 00:00:00
28582	2010-09-28 00:00:00	2015-09-27 00:00:00
28587	1932-04-16 00:00:00	2999-12-31 00:00:00
28603	2013-10-11 00:00:00	2013-10-18 00:00:00
28603	2015-05-08 00:00:00	2017-04-06 00:00:00
28618	1919-04-26 00:00:00	2999-12-26 00:00:00
28626	2015-02-22 00:00:00	2021-09-19 00:00:00
28628	1933-03-02 00:00:00	2999-12-31 00:00:00
28640	2017-06-27 00:00:00	2017-07-04 00:00:00
28640	2019-02-17 00:00:00	2019-03-17 00:00:00
28640	2020-04-12 00:00:00	2020-09-16 00:00:00
28643	2018-12-04 00:00:00	2021-01-30 00:00:00
28653	1997-01-17 00:00:00	1997-10-07 00:00:00
28665	2008-10-04 00:00:00	2009-10-03 00:00:00
28671	2022-05-18 00:00:00	2022-05-24 00:00:00
28673	2001-03-18 00:00:00	2002-03-17 00:00:00
28689	2005-09-18 00:00:00	2007-01-19 00:00:00
28699	2001-07-13 00:00:00	2002-11-17 00:00:00
28701	1922-07-05 00:00:00	3000-01-04 00:00:00
28711	2019-06-20 00:00:00	2019-06-25 00:00:00
28711	2020-07-22 00:00:00	2020-07-23 00:00:00
28715	2001-05-01 00:00:00	2001-09-08 00:00:00
28717	1920-06-30 00:00:00	1924-06-30 00:00:00
28717	1930-10-01 00:00:00	2999-12-30 00:00:00
28721	1998-12-08 00:00:00	1999-10-15 00:00:00
28721	2001-08-25 00:00:00	2002-08-24 00:00:00
28727	1933-06-21 00:00:00	2999-12-20 00:00:00
28733	1933-02-26 00:00:00	2999-12-27 00:00:00
28743	1994-10-25 00:00:00	1997-02-05 00:00:00
28753	1999-02-02 00:00:00	1999-10-16 00:00:00
28764	1972-06-26 00:00:00	2999-12-30 00:00:00
28767	2017-12-20 00:00:00	2017-12-26 00:00:00
28767	2019-12-18 00:00:00	2019-12-24 00:00:00
28769	1989-12-27 00:00:00	1990-12-26 00:00:00
28769	1992-08-02 00:00:00	1992-08-08 00:00:00
28772	2010-03-18 00:00:00	2010-05-02 00:00:00
28773	2018-12-17 00:00:00	2020-10-28 00:00:00
28798	2001-03-06 00:00:00	2002-03-05 00:00:00
28810	1997-12-13 00:00:00	1998-12-04 00:00:00
28814	2013-06-27 00:00:00	2014-05-23 00:00:00
28815	1995-11-15 00:00:00	1997-10-16 00:00:00
28815	1999-03-21 00:00:00	2000-07-23 00:00:00
28817	2005-02-13 00:00:00	2005-10-05 00:00:00
28817	2012-07-30 00:00:00	2013-07-29 00:00:00
28822	1932-10-27 00:00:00	2999-12-25 00:00:00
28828	1919-05-09 00:00:00	3000-01-08 00:00:00
28849	1920-06-25 00:00:00	2999-12-25 00:00:00
28854	1919-05-02 00:00:00	1923-07-02 00:00:00
28854	1927-07-03 00:00:00	3000-01-01 00:00:00
28885	2003-12-31 00:00:00	2005-10-04 00:00:00
28894	1919-04-23 00:00:00	1919-06-23 00:00:00
28894	1922-05-25 00:00:00	2999-12-23 00:00:00
28902	1933-05-25 00:00:00	2999-12-23 00:00:00
28914	1931-10-30 00:00:00	1934-06-27 00:00:00
28917	2001-06-13 00:00:00	2003-12-13 00:00:00
28926	1923-08-03 00:00:00	1929-07-02 00:00:00
28926	1938-01-08 00:00:00	3000-01-01 00:00:00
28929	1919-10-04 00:00:00	1922-09-04 00:00:00
28936	1936-05-23 00:00:00	2999-12-22 00:00:00
28946	1931-06-02 00:00:00	3000-01-01 00:00:00
28971	1936-12-17 00:00:00	2999-12-15 00:00:00
28983	2011-01-24 00:00:00	2012-01-23 00:00:00
28988	2002-11-09 00:00:00	2004-03-12 00:00:00
28989	1939-07-14 00:00:00	3000-01-07 00:00:00
28998	1932-05-16 00:00:00	1946-03-31 00:00:00
29009	1933-05-14 00:00:00	1934-09-13 00:00:00
29009	1961-04-14 00:00:00	1974-05-14 00:00:00
29025	1920-09-15 00:00:00	1921-09-15 00:00:00
29025	1938-11-16 00:00:00	3000-01-14 00:00:00
29041	2009-06-02 00:00:00	2010-02-03 00:00:00
29065	2000-07-29 00:00:00	2002-11-20 00:00:00
29067	2009-06-03 00:00:00	2009-11-28 00:00:00
29067	2011-05-04 00:00:00	2011-05-10 00:00:00
29067	2012-03-16 00:00:00	2013-03-15 00:00:00
29084	2020-03-14 00:00:00	2999-12-30 00:00:00
29084	2020-12-13 00:00:00	2022-09-16 00:00:00
29085	2001-02-10 00:00:00	2002-02-09 00:00:00
29087	2008-11-01 00:00:00	2009-02-26 00:00:00
29100	2001-06-21 00:00:00	2006-06-20 00:00:00
29103	2015-01-05 00:00:00	2015-01-11 00:00:00
29109	2018-09-21 00:00:00	2019-09-20 00:00:00
29142	2008-09-26 00:00:00	2010-12-09 00:00:00
29154	1933-07-05 00:00:00	3000-01-03 00:00:00
29164	1920-07-07 00:00:00	3000-01-06 00:00:00
29180	2016-01-04 00:00:00	2016-01-10 00:00:00
29180	2020-08-18 00:00:00	2025-09-17 00:00:00
29212	2010-06-30 00:00:00	2011-06-29 00:00:00
29216	1937-12-27 00:00:00	2999-12-20 00:00:00
29233	2010-11-17 00:00:00	2011-11-20 00:00:00
29252	1999-12-09 00:00:00	2000-12-16 00:00:00
29270	1917-08-02 00:00:00	2999-12-17 00:00:00
29288	2009-03-17 00:00:00	2009-03-23 00:00:00
29345	1935-05-23 00:00:00	2999-12-21 00:00:00
29352	2002-05-10 00:00:00	2002-09-09 00:00:00
29353	2009-05-06 00:00:00	2015-06-14 00:00:00
29363	2009-04-27 00:00:00	2009-10-20 00:00:00
29367	1990-09-15 00:00:00	1993-11-24 00:00:00
29367	1994-12-29 00:00:00	1995-01-04 00:00:00
29368	2014-03-03 00:00:00	2014-03-09 00:00:00
29368	2014-07-13 00:00:00	2014-07-19 00:00:00
29379	2016-11-24 00:00:00	2017-01-18 00:00:00
29380	2000-05-26 00:00:00	2000-11-09 00:00:00
29387	1999-06-05 00:00:00	2001-12-08 00:00:00
29388	2000-08-29 00:00:00	2003-11-10 00:00:00
29393	2006-05-27 00:00:00	2007-11-06 00:00:00
29396	2008-05-08 00:00:00	2009-04-09 00:00:00
29401	1990-06-15 00:00:00	1992-09-10 00:00:00
29408	1931-04-29 00:00:00	2999-12-28 00:00:00
29411	2009-10-08 00:00:00	2009-10-14 00:00:00
29425	2016-12-01 00:00:00	2017-12-26 00:00:00
29443	1930-07-12 00:00:00	1936-07-11 00:00:00
29454	1926-07-21 00:00:00	2999-12-20 00:00:00
29458	1914-07-05 00:00:00	3000-01-03 00:00:00
29459	2002-12-12 00:00:00	2002-12-18 00:00:00
29460	2013-06-17 00:00:00	2013-10-06 00:00:00
29475	1932-06-20 00:00:00	2999-12-19 00:00:00
29477	1920-07-11 00:00:00	3000-01-10 00:00:00
29488	1995-05-18 00:00:00	1997-06-05 00:00:00
29517	2016-07-17 00:00:00	2016-07-23 00:00:00
29518	1999-07-26 00:00:00	2000-03-16 00:00:00
29523	1920-06-16 00:00:00	2999-12-16 00:00:00
29527	2015-08-31 00:00:00	2015-09-06 00:00:00
29527	2016-05-05 00:00:00	2017-03-24 00:00:00
29561	2000-06-13 00:00:00	2001-06-25 00:00:00
29562	1997-01-01 00:00:00	1998-10-06 00:00:00
29572	2001-05-14 00:00:00	2002-05-13 00:00:00
29576	2000-04-15 00:00:00	2005-04-14 00:00:00
29577	2009-04-07 00:00:00	2010-12-24 00:00:00
29577	2012-01-05 00:00:00	2012-11-22 00:00:00
29586	2013-12-22 00:00:00	2014-12-24 00:00:00
29614	2012-09-04 00:00:00	2012-11-27 00:00:00
29617	1991-04-29 00:00:00	1992-06-28 00:00:00
29617	1997-05-10 00:00:00	1998-09-16 00:00:00
29618	2020-07-12 00:00:00	2022-04-03 00:00:00
29620	2000-09-21 00:00:00	2005-11-26 00:00:00
29623	1926-08-01 00:00:00	2999-12-31 00:00:00
29626	1940-04-18 00:00:00	2999-12-22 00:00:00
29636	1932-12-30 00:00:00	2999-12-28 00:00:00
29647	2002-04-23 00:00:00	2002-08-01 00:00:00
29650	2008-11-19 00:00:00	2009-11-18 00:00:00
29672	1923-07-03 00:00:00	3000-01-01 00:00:00
29683	2022-05-03 00:00:00	2022-05-09 00:00:00
29699	2002-05-20 00:00:00	2004-02-07 00:00:00
29715	1932-05-08 00:00:00	3000-01-06 00:00:00
29718	2002-11-30 00:00:00	2003-06-04 00:00:00
29732	1990-03-27 00:00:00	1992-03-21 00:00:00
29744	1991-03-08 00:00:00	1992-03-07 00:00:00
29753	1919-04-30 00:00:00	2999-12-30 00:00:00
29770	2020-02-19 00:00:00	2021-03-16 00:00:00
29789	1933-06-14 00:00:00	3000-01-12 00:00:00
29799	2020-10-02 00:00:00	2021-05-12 00:00:00
29800	2018-07-28 00:00:00	2023-08-11 00:00:00
29804	1932-05-19 00:00:00	1940-08-16 00:00:00
29804	1940-08-16 00:00:00	1951-05-26 00:00:00
29805	1920-09-07 00:00:00	3000-01-06 00:00:00
29813	2009-11-14 00:00:00	2014-11-13 00:00:00
29822	2000-01-24 00:00:00	2005-01-23 00:00:00
29823	1970-03-30 00:00:00	2999-12-28 00:00:00
29836	2010-07-25 00:00:00	2015-07-24 00:00:00
29840	1920-07-10 00:00:00	3000-01-09 00:00:00
29846	1989-01-14 00:00:00	1994-12-23 00:00:00
29859	1934-09-18 00:00:00	1940-07-19 00:00:00
29868	1921-06-19 00:00:00	2999-12-19 00:00:00
29872	1995-12-28 00:00:00	1996-12-05 00:00:00
29872	2000-05-22 00:00:00	2005-05-21 00:00:00
29883	2022-03-03 00:00:00	2023-03-02 00:00:00
29888	1993-10-28 00:00:00	1993-11-03 00:00:00
29892	1922-07-12 00:00:00	1924-07-12 00:00:00
29897	1938-05-17 00:00:00	2999-12-22 00:00:00
29902	2017-08-16 00:00:00	2017-08-22 00:00:00
29902	2018-03-05 00:00:00	2018-12-01 00:00:00
29904	2019-01-18 00:00:00	2019-06-18 00:00:00
29906	2016-07-31 00:00:00	2016-08-06 00:00:00
29923	1982-04-09 00:00:00	1985-03-30 00:00:00
29935	1938-08-19 00:00:00	1953-03-02 00:00:00
29935	1970-06-15 00:00:00	2999-12-24 00:00:00
29936	2002-06-27 00:00:00	2007-02-15 00:00:00
29943	1920-07-11 00:00:00	3000-01-10 00:00:00
29945	2008-05-02 00:00:00	2008-05-08 00:00:00
29945	2009-04-10 00:00:00	2009-04-16 00:00:00
29957	1935-10-18 00:00:00	1937-12-23 00:00:00
29969	1919-06-26 00:00:00	1923-06-26 00:00:00
29988	1922-08-19 00:00:00	2999-12-18 00:00:00
29995	1935-05-30 00:00:00	2999-12-15 00:00:00
29997	1917-10-25 00:00:00	2999-12-23 00:00:00
30000	2001-05-19 00:00:00	2005-04-09 00:00:00
30011	1994-02-05 00:00:00	1994-11-21 00:00:00
30011	1995-05-08 00:00:00	1996-06-29 00:00:00
30022	1921-12-18 00:00:00	2999-12-16 00:00:00
30025	2020-05-09 00:00:00	2021-01-15 00:00:00
30030	2003-12-17 00:00:00	2010-05-24 00:00:00
30032	1933-04-05 00:00:00	3000-01-03 00:00:00
30034	2013-12-14 00:00:00	2013-12-20 00:00:00
30054	1927-01-25 00:00:00	2999-12-23 00:00:00
30058	2014-04-15 00:00:00	2014-06-14 00:00:00
30058	2016-12-28 00:00:00	2017-03-17 00:00:00
30058	2020-04-13 00:00:00	2020-10-05 00:00:00
30074	2011-01-28 00:00:00	2016-01-27 00:00:00
30103	2000-11-04 00:00:00	2002-09-30 00:00:00
30106	1935-02-01 00:00:00	2999-12-30 00:00:00
30113	1997-06-18 00:00:00	1997-12-30 00:00:00
30117	2016-06-18 00:00:00	2016-08-12 00:00:00
30123	2009-11-19 00:00:00	2009-11-25 00:00:00
30130	1935-09-04 00:00:00	3000-01-02 00:00:00
30132	1920-07-02 00:00:00	3000-01-01 00:00:00
30144	2009-08-10 00:00:00	2009-08-16 00:00:00
30162	1940-09-27 00:00:00	2999-12-26 00:00:00
30174	1922-01-02 00:00:00	2999-12-31 00:00:00
30175	2000-03-14 00:00:00	2000-03-20 00:00:00
30182	1935-02-26 00:00:00	2999-12-16 00:00:00
30188	2018-04-13 00:00:00	2019-03-27 00:00:00
30191	1995-07-07 00:00:00	1997-03-05 00:00:00
30198	1999-05-21 00:00:00	1999-12-21 00:00:00
30212	1999-07-16 00:00:00	2000-06-29 00:00:00
30213	1938-05-24 00:00:00	1951-07-31 00:00:00
30227	1998-01-09 00:00:00	1999-10-16 00:00:00
30228	2001-12-26 00:00:00	2002-01-01 00:00:00
30228	2003-07-21 00:00:00	2005-07-31 00:00:00
30238	1924-03-16 00:00:00	3000-01-14 00:00:00
30248	1922-02-24 00:00:00	2999-12-25 00:00:00
30250	2018-08-08 00:00:00	2023-08-22 00:00:00
30251	1919-09-25 00:00:00	2999-12-24 00:00:00
30265	1919-04-16 00:00:00	1924-06-16 00:00:00
30265	1944-01-18 00:00:00	2999-12-16 00:00:00
30278	2013-07-14 00:00:00	2019-05-02 00:00:00
30285	2018-01-17 00:00:00	2024-05-02 00:00:00
30312	1921-12-10 00:00:00	3000-01-10 00:00:00
30317	1932-01-10 00:00:00	3000-01-08 00:00:00
30333	2020-07-27 00:00:00	2020-08-02 00:00:00
30337	1918-12-26 00:00:00	1929-06-24 00:00:00
30345	2012-04-25 00:00:00	2012-06-05 00:00:00
30349	2009-06-14 00:00:00	2009-06-20 00:00:00
30352	1923-10-04 00:00:00	3000-01-02 00:00:00
30354	1933-01-20 00:00:00	2999-12-18 00:00:00
30357	2015-05-15 00:00:00	2015-10-30 00:00:00
30362	2009-05-07 00:00:00	2009-09-30 00:00:00
30375	1998-12-20 00:00:00	1999-06-01 00:00:00
30408	2014-07-15 00:00:00	2017-12-25 00:00:00
30412	2016-07-18 00:00:00	2016-07-24 00:00:00
30412	2020-05-16 00:00:00	2022-02-25 00:00:00
30413	2020-09-11 00:00:00	2021-04-21 00:00:00
30426	1997-07-25 00:00:00	1998-12-11 00:00:00
30427	1987-06-14 00:00:00	1988-11-17 00:00:00
30430	2009-06-07 00:00:00	2010-01-25 00:00:00
30437	1917-04-29 00:00:00	1923-07-12 00:00:00
30441	2001-08-18 00:00:00	2003-05-23 00:00:00
30442	1932-06-13 00:00:00	3000-01-12 00:00:00
30451	2000-01-30 00:00:00	2000-10-27 00:00:00
30452	1921-06-21 00:00:00	1924-06-21 00:00:00
30456	2020-07-18 00:00:00	2020-10-05 00:00:00
30457	2014-09-02 00:00:00	2015-01-26 00:00:00
30464	1920-07-14 00:00:00	3000-01-13 00:00:00
30477	1927-06-18 00:00:00	2999-12-17 00:00:00
30489	2017-08-15 00:00:00	2017-08-22 00:00:00
30493	1919-07-11 00:00:00	1930-07-10 00:00:00
30497	2008-04-25 00:00:00	2009-02-07 00:00:00
30499	2020-11-29 00:00:00	2020-12-05 00:00:00
30499	2021-09-12 00:00:00	2021-09-18 00:00:00
30510	1999-01-06 00:00:00	2000-11-29 00:00:00
30510	2002-02-02 00:00:00	2006-12-09 00:00:00
30511	1933-07-01 00:00:00	1997-05-15 00:00:00
30515	1994-06-11 00:00:00	1996-02-10 00:00:00
30521	1932-06-20 00:00:00	2999-12-26 00:00:00
30532	1926-07-18 00:00:00	2999-12-17 00:00:00
30558	2008-07-22 00:00:00	2008-07-22 00:00:00
30563	2009-03-22 00:00:00	2009-03-28 00:00:00
30563	2016-02-04 00:00:00	2021-02-03 00:00:00
30575	2010-08-05 00:00:00	2015-08-04 00:00:00
30577	2015-04-12 00:00:00	2015-12-26 00:00:00
30577	2016-07-26 00:00:00	2016-09-07 00:00:00
30577	2019-08-06 00:00:00	2019-10-07 00:00:00
30579	2009-02-07 00:00:00	2010-07-03 00:00:00
30588	2000-08-14 00:00:00	2000-10-19 00:00:00
30589	1919-05-06 00:00:00	1922-07-06 00:00:00
30599	1995-11-23 00:00:00	1998-10-21 00:00:00
30606	1921-10-21 00:00:00	2999-12-19 00:00:00
30608	1923-01-30 00:00:00	2999-12-28 00:00:00
30615	2002-08-25 00:00:00	2003-05-15 00:00:00
30618	2022-03-19 00:00:00	2023-03-18 00:00:00
30622	1937-12-22 00:00:00	2999-12-15 00:00:00
30648	2022-03-21 00:00:00	2023-03-20 00:00:00
30663	1916-08-11 00:00:00	3000-01-09 00:00:00
30685	1991-05-28 00:00:00	1995-08-12 00:00:00
30686	2010-11-15 00:00:00	2010-11-21 00:00:00
30686	2014-05-02 00:00:00	2018-03-12 00:00:00
30688	1924-01-12 00:00:00	3000-01-10 00:00:00
30693	1939-10-30 00:00:00	2999-12-28 00:00:00
30696	2001-04-22 00:00:00	2001-09-11 00:00:00
30707	1914-03-03 00:00:00	1924-07-02 00:00:00
30710	1935-07-25 00:00:00	3000-01-09 00:00:00
30716	1996-06-19 00:00:00	1996-09-04 00:00:00
30721	1922-12-28 00:00:00	2999-12-26 00:00:00
30736	2008-10-01 00:00:00	2009-09-30 00:00:00
30736	2015-09-18 00:00:00	2015-11-15 00:00:00
30736	2017-01-28 00:00:00	2018-02-20 00:00:00
30736	2022-02-12 00:00:00	2023-02-11 00:00:00
30739	1928-12-11 00:00:00	3000-01-09 00:00:00
30746	2007-09-17 00:00:00	2008-03-20 00:00:00
30746	2009-09-30 00:00:00	2010-06-24 00:00:00
30759	2020-03-07 00:00:00	2021-03-06 00:00:00
30783	1999-04-20 00:00:00	2004-10-04 00:00:00
30792	1998-12-28 00:00:00	1999-03-08 00:00:00
30798	2008-10-13 00:00:00	2009-10-12 00:00:00
30799	2016-07-05 00:00:00	2016-07-11 00:00:00
30799	2020-09-26 00:00:00	2020-11-23 00:00:00
30804	1919-10-01 00:00:00	2999-12-31 00:00:00
30808	1921-09-11 00:00:00	1922-09-11 00:00:00
30809	2009-05-25 00:00:00	2009-05-31 00:00:00
30816	1993-09-06 00:00:00	1994-12-20 00:00:00
30818	1990-02-21 00:00:00	1990-02-27 00:00:00
30828	2000-08-05 00:00:00	2005-12-31 00:00:00
30829	1946-05-06 00:00:00	2999-12-16 00:00:00
30846	1942-03-11 00:00:00	3000-01-09 00:00:00
30855	1937-01-12 00:00:00	3000-01-10 00:00:00
30867	1922-01-10 00:00:00	1923-05-09 00:00:00
30867	1935-06-09 00:00:00	1938-01-15 00:00:00
30889	1992-10-14 00:00:00	1993-06-19 00:00:00
30892	1932-05-24 00:00:00	2999-12-23 00:00:00
30897	2017-06-26 00:00:00	2017-11-09 00:00:00
30899	1935-12-14 00:00:00	1939-06-25 00:00:00
30909	2022-03-18 00:00:00	2023-03-17 00:00:00
30910	1987-03-31 00:00:00	1988-03-16 00:00:00
30953	2000-08-28 00:00:00	2002-02-15 00:00:00
30953	2012-11-27 00:00:00	2013-07-09 00:00:00
30958	1931-03-16 00:00:00	3000-01-14 00:00:00
30964	2009-07-24 00:00:00	2009-08-01 00:00:00
30973	1998-03-14 00:00:00	1999-03-13 00:00:00
30973	2001-12-25 00:00:00	2001-12-25 00:00:00
30997	2014-09-27 00:00:00	2019-09-26 00:00:00
31002	2020-11-08 00:00:00	2020-11-14 00:00:00
31018	1999-03-22 00:00:00	1999-03-28 00:00:00
31039	1932-04-03 00:00:00	3000-01-01 00:00:00
31045	2002-09-25 00:00:00	2003-12-17 00:00:00
31059	2009-02-07 00:00:00	2010-05-08 00:00:00
31061	2016-10-11 00:00:00	2016-10-17 00:00:00
31075	2019-08-02 00:00:00	2019-11-12 00:00:00
31080	2010-11-05 00:00:00	2010-11-11 00:00:00
31080	2012-09-05 00:00:00	2012-09-11 00:00:00
31093	2002-05-28 00:00:00	2007-01-31 00:00:00
31110	2008-07-14 00:00:00	2008-10-15 00:00:00
31110	2010-01-19 00:00:00	2010-04-27 00:00:00
31131	2019-01-14 00:00:00	2020-06-16 00:00:00
31141	1997-12-04 00:00:00	1998-12-03 00:00:00
31165	2021-09-15 00:00:00	2021-09-21 00:00:00
31172	1998-11-06 00:00:00	1999-11-05 00:00:00
31184	1988-09-06 00:00:00	1990-07-07 00:00:00
31190	2009-06-05 00:00:00	2009-12-07 00:00:00
31211	2009-06-26 00:00:00	2010-05-06 00:00:00
31227	1924-07-06 00:00:00	3000-01-04 00:00:00
31234	1998-11-27 00:00:00	2000-03-22 00:00:00
31245	1919-05-04 00:00:00	1923-01-02 00:00:00
31248	1920-07-10 00:00:00	1923-07-10 00:00:00
31251	1922-04-22 00:00:00	2999-12-21 00:00:00
31252	1933-08-07 00:00:00	1938-05-20 00:00:00
31260	1922-06-22 00:00:00	2999-12-22 00:00:00
31270	1991-02-15 00:00:00	1992-10-12 00:00:00
31296	1986-05-07 00:00:00	1987-06-20 00:00:00
31296	1990-01-23 00:00:00	1991-06-27 00:00:00
31297	1919-12-22 00:00:00	1923-06-20 00:00:00
31314	1922-09-03 00:00:00	3000-01-02 00:00:00
31319	1970-06-30 00:00:00	3000-01-08 00:00:00
31331	2008-03-02 00:00:00	2010-11-02 00:00:00
31368	2000-04-21 00:00:00	2002-06-10 00:00:00
31377	1933-06-29 00:00:00	1989-11-28 00:00:00
31392	2004-03-30 00:00:00	2004-04-05 00:00:00
31400	1920-06-18 00:00:00	2999-12-18 00:00:00
31406	1915-12-19 00:00:00	2999-12-17 00:00:00
31421	1998-04-09 00:00:00	1999-04-08 00:00:00
31422	1919-04-16 00:00:00	1925-06-16 00:00:00
31428	1982-04-14 00:00:00	3000-01-12 00:00:00
31429	2001-10-23 00:00:00	2002-10-22 00:00:00
31431	2001-04-28 00:00:00	2002-12-25 00:00:00
31434	2012-03-25 00:00:00	2012-04-01 00:00:00
31434	2015-07-12 00:00:00	2015-12-12 00:00:00
31443	2016-12-22 00:00:00	2017-03-08 00:00:00
31444	2001-11-14 00:00:00	2006-11-13 00:00:00
31456	2001-06-01 00:00:00	2001-11-07 00:00:00
31457	2015-04-27 00:00:00	2016-08-06 00:00:00
31457	2021-12-17 00:00:00	2023-02-10 00:00:00
31471	2000-07-11 00:00:00	2002-09-19 00:00:00
31481	2019-01-31 00:00:00	2020-01-30 00:00:00
31483	1997-07-20 00:00:00	1997-09-08 00:00:00
31486	2001-09-03 00:00:00	2001-11-07 00:00:00
31510	2003-02-21 00:00:00	2004-06-08 00:00:00
31516	1920-07-01 00:00:00	1923-07-01 00:00:00
31542	2019-04-08 00:00:00	2999-12-30 00:00:00
31542	2020-04-08 00:00:00	2021-01-24 00:00:00
31545	2002-02-07 00:00:00	2003-02-06 00:00:00
31548	1921-08-20 00:00:00	2999-12-19 00:00:00
31550	1925-06-25 00:00:00	2999-12-25 00:00:00
31554	1940-05-09 00:00:00	3000-01-03 00:00:00
31556	1932-06-27 00:00:00	2999-12-26 00:00:00
31557	2001-03-16 00:00:00	2002-03-15 00:00:00
31558	1932-05-02 00:00:00	2999-12-31 00:00:00
31568	2009-08-12 00:00:00	2010-08-11 00:00:00
31573	1935-05-18 00:00:00	1936-05-18 00:00:00
31584	1990-09-17 00:00:00	1992-01-17 00:00:00
31586	2002-02-28 00:00:00	2002-08-03 00:00:00
31600	2003-06-17 00:00:00	2005-11-18 00:00:00
31606	2009-05-29 00:00:00	2010-05-12 00:00:00
31621	2017-01-13 00:00:00	2017-05-06 00:00:00
31621	2020-07-30 00:00:00	2020-08-05 00:00:00
31636	2008-12-17 00:00:00	2008-12-23 00:00:00
31636	2009-04-06 00:00:00	2009-04-12 00:00:00
31643	2000-02-27 00:00:00	2001-09-10 00:00:00
31648	1937-06-12 00:00:00	3000-01-10 00:00:00
31650	2013-11-07 00:00:00	2017-12-29 00:00:00
31669	1938-06-18 00:00:00	2999-12-17 00:00:00
31675	2003-07-23 00:00:00	2005-08-02 00:00:00
31680	1935-01-15 00:00:00	2999-12-17 00:00:00
31683	2005-10-13 00:00:00	2005-12-17 00:00:00
31687	1924-11-28 00:00:00	2999-12-27 00:00:00
31691	2019-11-20 00:00:00	2019-12-19 00:00:00
31693	1919-12-19 00:00:00	2999-12-17 00:00:00
31702	2000-12-25 00:00:00	2002-07-22 00:00:00
31708	2020-04-28 00:00:00	2021-01-04 00:00:00
31711	1956-05-12 00:00:00	2999-12-24 00:00:00
31712	1919-09-23 00:00:00	1920-08-24 00:00:00
31720	2002-05-10 00:00:00	2002-05-16 00:00:00
31726	2011-12-01 00:00:00	2011-12-07 00:00:00
31733	2009-05-15 00:00:00	2009-08-17 00:00:00
31733	2016-04-28 00:00:00	2017-01-13 00:00:00
31738	1989-07-25 00:00:00	1990-07-24 00:00:00
31742	2006-01-02 00:00:00	2008-01-01 00:00:00
31752	1933-06-18 00:00:00	2999-12-17 00:00:00
31754	2022-03-22 00:00:00	2023-03-21 00:00:00
31760	1921-12-13 00:00:00	3000-01-11 00:00:00
31761	2009-07-11 00:00:00	2009-07-17 00:00:00
31761	2013-04-25 00:00:00	2013-05-01 00:00:00
31761	2018-05-02 00:00:00	2018-05-09 00:00:00
31785	1933-08-10 00:00:00	3000-01-08 00:00:00
31795	2019-03-29 00:00:00	2019-05-05 00:00:00
31797	1986-10-09 00:00:00	1987-10-08 00:00:00
31811	1992-11-17 00:00:00	1997-11-16 00:00:00
31827	1991-12-02 00:00:00	1993-07-31 00:00:00
31832	2000-11-14 00:00:00	2002-10-10 00:00:00
31837	1938-01-11 00:00:00	3000-01-04 00:00:00
31847	1941-12-11 00:00:00	3000-01-09 00:00:00
31848	2013-07-29 00:00:00	2013-09-22 00:00:00
31848	2015-10-12 00:00:00	2016-07-05 00:00:00
31848	2017-06-04 00:00:00	2017-06-11 00:00:00
31848	2019-04-13 00:00:00	2019-04-20 00:00:00
31848	2019-08-29 00:00:00	2019-11-06 00:00:00
31864	1932-11-24 00:00:00	3000-01-14 00:00:00
31871	2009-06-19 00:00:00	2009-11-25 00:00:00
31877	1916-02-11 00:00:00	3000-01-09 00:00:00
31904	1941-04-12 00:00:00	3000-01-10 00:00:00
31913	1933-07-16 00:00:00	3000-01-14 00:00:00
31915	1996-03-28 00:00:00	1996-10-19 00:00:00
31923	1919-05-03 00:00:00	3000-01-02 00:00:00
31925	2012-07-06 00:00:00	2013-12-14 00:00:00
